target,target_interaction,description,tertiary_rating,pol_prev1,pol_prev2,prev1,prev2,tid,timestamp,tweet_text,annotator,context
Donald Trump,Plaintext Mention,snap: monxdragon,-1,"RT @SkyNews: Robert De Niro has recorded a brutal video attack on Donald Trump - saying he'd like to """"punch him in the face"""" {{link}} {{link}}",RT @jimmyhendrixjr: Trump can run for president with no political experience but I need a masters and 5 years experience for an entry level job,"RT @SkyNews: Robert De Niro has recorded a brutal video attack on Donald Trump - saying he'd like to """"punch him in the face"""" {{link}} {{link}}","RT @MericaTU: """"Let's fucking rage"""" {{link}}",785207831570051073,10/9/2016 19:58:30,"RT @AngelinaGaalvis: if you're a female how the FUCK do you stand by Trump, embarrassing",MANUAL,FULL INFORMATION
Donald Trump,@Mention,Hanging out when it's past time to go...,-1,"RT @stevesilberman: Breaking: Same Trumpites who call my autistic friends """"retards,"""" and call me a """"filthy jew faggot,"""" demand apology from Clinton.",Does Trump ever answer the question?,Good God {{link}},On this cloudless night the lights do go on forever. #JC #NYC   #9/11 @ The Laguna {{link}},775379971992846336,9/12/2016 17:06:05,The cluelessness of @realdonaldtrump right now is astounding.,MANUAL,FULL INFORMATION
Donald Trump,Plaintext Mention,"Idaho Native, Loving D.C., Politico, Traveler, Outdoor Lover, Marathon Runner",-1,RT @stuartpstevens: Is Trump really an American?  {{link}},"RT @CahnEmily: In 30 mins, @realDonaldTrump proved he knew nothing abt the military, praised Putin more than the military & made insensitive remark on rape","RT @UNAVCO: Thanks @RepJaredPolis & @USRepDavidJolly- Leading House Earth & Space Science Caucus, Intro. in DC Today, {{link}}",Gross..so gross {{link}},780553829578223617,9/26/2016 23:45:09,RT @HillaryforCO: Commit to stop Trump.   Commit to vote&#8594; {{link}},MANUAL,FULL INFORMATION
Donald Trump,No Mention of Target,Investigator; kitchen connoisseur; Denver Broncos fan; puppy mama; doting wife; lover of family and the mountains.,-1,RT @TheBriefing2016: Mike Pence denied that Donald Trump would put a ban on Muslims.       It's still on their website. {{link}} {{link}},RT @MartinOMalley: Remember: ISIS uses @realDonaldTrump in their recruitment videos for a reason #DebateNight,RT @TheBriefing2016: Mike Pence denied that Donald Trump would put a ban on Muslims.       It's still on their website. {{link}} {{link}},RT @MartinOMalley: Remember: ISIS uses @realDonaldTrump in their recruitment videos for a reason #DebateNight,788911513465606144,10/20/2016 1:15:36,"#DonaldTrump knows that, as the president, you don't """"appoint"""" justices to #SCOTUS, right? Constitutional knowledge, folks.  #DebateNight",MANUAL,FULL INFORMATION
Donald Trump,Plaintext Mention,Skip and Sean... 2 most important people in my life.  live simply.. love generously.. speak truthfully,-1,"RT @timkaine: """"Donald Trump can&#8217;t start a Twitter war with Miss Universe without shooting himself in the foot.&#8221; &#8212;Tim #VPDebate",RT @BettyBowers: Donald Trump doesn't pay any taxes. But most of the people he wants to kick out of America do. Don't worry: He has a plan for the shortfall! {{link}},@reaIDonaldTrump Bill C isn't running for President..you Are #unexcuseable #howmanymoreskeletons,Go Cubs... {{link}},784717709518868480,10/8/2016 11:30:55,Who released Trump vulgar tape? #betitwasGOP,MANUAL,FULL INFORMATION
Donald Trump,No Mention of Target,Ndecky with the good hair,-1,"RT @ydc226: When you said every corner, @realDonaldTrump, you really meant the one outside your hotel, right? #TacoTrucks {{link}}",RT @AFLCIO: Follow for live coverage as working people in Vegas rally against Trump #Debate #1uVote {{link}},From #WallOfTacos to knocking on doors! NV #EarlyVoting starts this Saturday! #LoveTrumpsHate #WallOfTacoTrucks #1u @Culinary226 @unitehere {{link}},RT @bimadew: Time for tacos now. #WallOfTacos {{link}},788925007770456068,10/20/2016 2:09:14,RT @BethanyKhan: Did he also see the #WallOfTacos outside of @TrumpLasVegas a few hours ago? #DebateNight {{link}},MANUAL,FULL INFORMATION
Donald Trump,Plaintext Mention,"CEO NuSpark Marketing: Lead Generation, Inbound Marketing, Paid Search, Media Buying, SEO, Social Media, Content Strategy, Funnel & Conversion Optimization.",0,"SearchCap: Google &amp; Hillary Clinton, SEO URLs &amp; AdWords explained #search #ppc {{link}} {{link}}","SearchCap: Google on Crooked Hillary, AdWords with Salesforce &amp; Google #search #ppc {{link}} {{link}}","Manufacturers, It&#8217;s Time to Take Back Control in the Buying Cycle #b2b  {{link}} {{link}}",Content Costumes: How to Pick a Theme for Your Content (Plus Examples) #b2b  {{link}},790168768467075072,10/23/2016 12:31:29,Local businesses trump big businesses when it comes to delivering on-site #search #ppc {{link}} {{link}},MANUAL,FULL INFORMATION
Donald Trump,No Mention of Target,"Karla is the Producing Artistic Director of Stageworks Theater in Tampa, Florida and an award winning director of more than 60 plays regionally.",-1,Someone's not answering the questions.........#debatenight #msnbc #ImWithHer,At some point don't the @realDonaldTrump surrogates have to ask themselves where they will get their next job after this mess is over?,Someone's not answering the questions.........#debatenight #msnbc #ImWithHer,At some point don't the @realDonaldTrump surrogates have to ask themselves where they will get their next job after this mess is over?,788913956962365440,10/20/2016 1:25:19,She is on her game #ImWithHer,MANUAL,FULL INFORMATION
Donald Trump,Plaintext Mention,,1,Stop Clinton she will extend failed Obama policies and is a danger to the 2nd amenndment!  #2ndamenndment {{link}},Protect religious freedom! Follow me and let's elect Donald Trump! #ChristiansVote #Evangelicals #CatholicVote {{link}},Stop Clinton she will extend failed Obama policies and is a danger to the 2nd amenndment!  #2ndamenndment {{link}},Protect religious freedom! Follow me and let's elect Donald Trump! #ChristiansVote #Evangelicals #CatholicVote {{link}},795526014474616832,11/7/2016 7:19:16,One more day till the Trump land slide! #draintheswamp #VoteTrumpPence16 #LockHerUp,MANUAL,FULL INFORMATION
Donald Trump,Plaintext Mention,"Technology consultant/developer, devoted to both vision and execution. Highly Javascript-focused these days. Father of two teenagers. Always busy. Usually sane.",-1,"Trump isn't even attempting to answer the question or talk to the audience. I think he memorized his response, lol.  #debate",This just in&#8230; @realDonaldTrump claims he never actually said he was running for President&#8230;.,You were in contact with the White House... LOL.   #debate,"To be fair though, Trump thinks everyone is beneath him. {{link}}",785306204406882304,10/10/2016 2:29:24,"Donald - I'm sorry, aren't we talking about the Supreme Court? #debate",MANUAL,FULL INFORMATION
Donald Trump,Plaintext Mention,"Left libertarian. Writer. Speaker. Atheist not anti - theist, won't find a friendlier atheist. Advocate/activist HIV/AIDS; secularism; animal rights.",-1,Trump's defenders plead he's just a pig. Not a predator. Pathetic.,Why the new child rape case filed against Donald Trump should not be ignored @huffpostblog {{link}} via @HuffPostPol,Trump's defenders plead he's just a pig. Not a predator. Pathetic.,Why the new child rape case filed against Donald Trump should not be ignored @huffpostblog {{link}} via @HuffPostPol,792342483304710144,10/29/2016 12:29:03,Update on early voting in DC:   Comey Votes for Trump.,MANUAL,FULL INFORMATION
Donald Trump,No Mention of Target,,-1,trump's explanation of his economic plan is nonsense #debatenight,this #NINERS season feels like what i imagine a trump presidency would feel like,trump's explanation of his economic plan is nonsense #debatenight,WALL #debatenight,788941905300033536,10/20/2016 3:16:22,the republicans on cnn are complete airheads #debatenight,MANUAL,FULL INFORMATION
Donald Trump,Plaintext Mention,,-1,"Trump's New Campaign Slogan: """"No Admission of Guilt""""",Donald doesn't effectively communicate his position..thinks he will be heard for his much speaking,Donnie bout to cuss.....,"Trump's New Campaign Slogan: """"No Admission of Guilt""""",780593716146888704,9/27/2016 2:23:39,This guy said his STRONGEST asset is his temperament? Really Donald? Really? #debatenight,MANUAL,FULL INFORMATION
Hillary Clinton,Plaintext Mention,,-1,You have to admit though Hillary's hair is perfectly symmetrical.,"Donald- NAFTA was terrible, worst deal ever. Give me a wall",You have to admit though Hillary's hair is perfectly symmetrical.,@MartiniTREY2 nah fam we just have to take it back...,788932158186553348,10/20/2016 2:37:38,"Hillary is more intelligent, but I also can't trust her. I feel like she's a liar.",MANUAL,FULL INFORMATION
Hillary Clinton,No Mention of Target,Miss International 2013. Volunteerism advocate and heart health professional #AHA. @kevinhmcmullen's biggest fan.,0,RT @betchesluvthis: Trump: There's not enough Cinnabons in Laguardia. It's a disgrace. #debates,"What do we think will happen first, an F bomb or a thrown punch? #debatenight #debates",RT @betchesluvthis: Trump: There's not enough Cinnabons in Laguardia. It's a disgrace. #debates,"What do we think will happen first, an F bomb or a thrown punch? #debatenight #debates",780584008220631040,9/27/2016 1:45:04,"If there are no commercials tonight, when am I supposed to pee? #debates #debatenight",MANUAL,FULL INFORMATION
Hillary Clinton,No Mention of Target,"|politico, healthcare, fashion, foodie, music, travel|",1,"My main question is: """"How did our nation become so apathetic that we are left with these two presidential candidates?"""" #debatenight",RT @politico: MSNBC unskews CNN poll that showed Trump ahead {{link}} | Getty {{link}},"Dr. Evil with kitten hills, precisely. {{link}}","RT @GaryJanetti: My first question would be """"what the fuck?""""",780575769349226496,9/27/2016 1:12:20,If someone would let me style Hil Dawg....GIRL. #debatenight #politicalfashionprobz,MANUAL,FULL INFORMATION
Hillary Clinton,No Mention of Target,"Geeky is as geeky does. Agent's of S.H.I.E.L.D, Star Trek, Star Wars, anything Joss Whedon does and all things geeky.",1,RT @geejayeff: Leaked footage of Donald's debate prep. {{link}},Donald Trump just now on live TV said everyone is saying he won the debate.,RT @geejayeff: Leaked footage of Donald's debate prep. {{link}},RT @SamReidSays: HOW TO BE PRESIDENTIAL {{link}},780795302332751873,9/27/2016 15:44:41,"RT @DCHomos: In case you missed tonight's debate, here's a recap:      #debates #debatenight #debates2016    {{link}}",MANUAL,FULL INFORMATION
Hillary Clinton,@Mention,"I’m a Paralegal who also has Crohn’s. Love to read & listen to music! Love my husband & my dog Pippa! Huge fan of TWD, Norman Reedus, Emily Kinney & Bethyl!",1,RT @JillHarris69: Norman backstage at #LiveWithKelly with @TimKaine (Hillary Clinton's VP running mate)   #NormanReedus @wwwbigbaldhead {{link}},RT @DanaiGurira: Dropped by @HillaryClinton's Campaign Headquarters yesterday. So glad to have met with her hard working staff! #ImWithHer {{link}},RT @AMCTalkingDead: This Sunday on #TalkingDead we&#8217;ll be joined by #ComedyBangBang&#8217;s @ScottAukerman and a surprise guest. Maybe we'll ask your questions!,RT @DoctorDoubleTap: #Daryl Dixon: I'm just tired of losing people.      #TheWalkingDead   Season 4   #30DaysWithoutAnAccident   13 Oct 2013   #ZombieApocalypse {{link}},794878019500462080,11/5/2016 12:24:22,RT @andrewaydin: .@repjohnlewis & @DanaiGurira standing together for @HillaryClinton and a blue Georgia. #GeorgiaTogether {{link}},MANUAL,FULL INFORMATION
Hillary Clinton,No Mention of Target,Master Hairstylist I live to keep your hair Healthy,1,Where did @NBC get lame Lester he did not have control at all of the lunatic trump oh well he learned from matt,Long record of racist behavior #hillaryclinton #imwithher call him out,Now y'all know why melania has been MIA she's hiding  @rolandsmartin,Where did @NBC get lame Lester he did not have control at all of the lunatic trump oh well he learned from matt,780619435400978432,9/27/2016 4:05:51,Lame Lester learned from Mumbling Matt #debate #hillaryclinton #imwithher @ChrisPaulComedy,MANUAL,FULL INFORMATION
Hillary Clinton,@Mention,,1,#debatenight after getting NO answers from the man if you still support him you've got issues #dumptrump,Good luck #Hillary you got this &#127482;&#127480;&#128077;&#128591;&#127995;&#10084;&#65039;,Never seen or heard of Scottie Neal Hughes until this moment on #CNN &#128514;&#128514; what an idiot... does she even like women or like herself? SMH,#debatenight  #HillaryClinton {{link}},780957951133483008,9/28/2016 2:30:59,@HillaryClinton you really are an amazing person the way u handled last night wow #brilliant #intelligent #preparedtobepresident &#127482;&#127480;&#128077;&#127482;&#127480;,MANUAL,FULL INFORMATION
Hillary Clinton,Plaintext Mention,http://t.co/6PklQCwAHv,-1,"Clinton&#8217;s Former Employer, LaFarge, Faces Allegations of Funding ISIS {{link}}",Hillary&#8217;s America: The Secret History Of The Democratic Party {{link}},{{link}},Jonah has his first 8th grade tackle football game today. I'm so excited!,768904229603856384,8/25/2016 20:13:48,I stole this  from Bill Kennan      Hillary Clinton goes to a gifted-student primary school in New York to talk about... {{link}},MANUAL,FULL INFORMATION
Hillary Clinton,Plaintext Mention,"#Content #strategist for companies. Writes, produces, and directs for everyone else. Unskilled #surfer and good cook the rest of the time.",1,DJT wants to make America great again. He can start by making things in America. '. @HillaryClinton #DemsInPhilly,Deal me in! @HillaryClinton #DemsInPhilly,"RT @anamariecox: Hey, Bernie kids, THIS SPEECH IS YOUR TRIUMPH TOO.",We actually need people at opposite extremes forming friendships. O/W we end up hating each other and can't govern {{link}},758865665277108225,7/29/2016 3:24:08,RT @ninatypewriter: Hillary Clinton quotes Jackie Kennedy... on Jackie Kennedy's birthday. {{link}},MANUAL,FULL INFORMATION
